area;ciudad;zona;sector;panelm;vivienda;hogar;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;plan_muestreo;fexp
1;180150;002;006;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1181;42,2488694327647
1;180150;002;006;232;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;42,2488694327647
1;180150;002;006;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1181;42,2488694327647
1;180150;002;006;242;2;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;1;1181;42,2488694327647
1;180150;002;006;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;42,2488694327647
1;180150;003;002;172;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;1;1183;43,2264961084426
1;180150;003;002;172;2;1;3;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;43,2264961084426
1;180150;003;002;172;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;2;1183;43,2264961084426
1;180150;003;002;182;1;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;43,2264961084426
1;180150;003;002;182;2;1;1;1;2;2;2;2;2;2;2;2;3;2;3;2;2;2;1;2;1;1;1;3;1;1183;43,2264961084426
1;180150;003;002;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;3;1;3;3;1183;43,2264961084426
1;180150;003;002;232;1;1;3;2;1;2;2;2;2;2;1;1;1;1;2;1;2;1;1;2;1;3;2;3;2;1183;43,2264961084426
1;180150;003;002;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;43,2264961084426
1;180150;003;002;232;3;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;3;2;1183;43,2264961084426
1;180150;003;002;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1183;43,2264961084426
1;180150;003;002;242;2;1;3;1;2;2;2;2;2;2;2;2;2;2;3;1;2;2;2;2;2;3;1;3;1;1183;43,2264961084426
1;180150;003;002;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;43,2264961084426
1;180150;003;004;172;1;1;2;2;2;2;2;2;2;2;1;2;2;2;3;3;3;2;2;2;2;2;2;2;2;1182;43,0218672801993
1;180150;003;004;172;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,0218672801993
1;180150;003;004;172;3;1;2;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;3;2;3;3;1182;43,0218672801993
1;180150;003;004;182;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,0218672801993
1;180150;003;004;182;2;1;1;1;2;2;2;2;2;2;2;2;3;1;3;3;3;3;2;1;1;1;1;3;1;1182;43,0218672801993
1;180150;003;004;232;1;1;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,0218672801993
1;180150;003;004;232;2;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;3;3;1182;43,0218672801993
1;180150;003;004;232;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1182;43,0218672801993
1;180150;003;004;242;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;1182;43,0218672801993
1;180150;003;004;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1182;43,0218672801993
1;180150;003;006;172;1;1;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3;2;2;2;2;3;2;3;3;1181;42,0461078520833
1;180150;003;006;172;2;1;2;2;2;3;3;3;2;2;3;2;2;2;3;3;3;2;2;2;2;2;2;2;2;1181;42,0461078520833
1;180150;003;006;172;3;1;2;2;2;2;1;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1181;42,0461078520833
1;180150;003;006;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;3;3;3;3;1181;42,0461078520833
1;180150;003;006;182;2;1;3;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;1181;42,0461078520833
1;180150;003;006;182;3;1;2;2;2;3;3;3;3;3;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;1181;42,0461078520833
1;180150;003;006;232;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1181;42,0461078520833
1;180150;003;006;232;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;42,0461078520833
1;180150;003;006;232;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1181;42,0461078520833
1;180150;003;006;242;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1181;42,0461078520833
1;180150;003;006;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;1181;42,0461078520833
1;180150;003;006;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;42,0461078520833
1;180150;003;010;172;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;182;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1181;43,5005136679148
1;180150;003;010;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;232;1;1;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1181;43,5005136679148
1;180150;003;010;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;010;242;3;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1181;43,5005136679148
1;180150;003;011;172;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;3;3;1181;42,403051341512
1;180150;003;011;172;2;1;2;2;2;2;2;2;2;2;3;3;2;3;3;2;3;2;2;2;2;1;1;1;1;1181;42,403051341512
1;180150;003;011;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;1;1;1;2;3;1181;42,403051341512
1;180150;003;011;182;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;2;3;3;2;2;2;2;1;2;1;1181;42,403051341512
1;180150;003;011;182;3;1;2;2;2;2;3;2;3;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;1181;42,403051341512
1;180150;003;011;182;4;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1181;42,403051341512
1;180150;003;011;232;1;1;3;2;2;3;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;2;3;3;1181;42,403051341512
1;180150;003;011;232;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;2;2;2;2;3;3;3;1181;42,403051341512
1;180150;003;011;232;4;1;2;2;1;2;3;2;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;1181;42,403051341512
1;180150;003;011;242;1;1;2;2;2;2;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;1181;42,403051341512
1;180150;003;011;242;2;1;2;1;2;2;3;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;1;1;1;1181;42,403051341512
1;180150;003;011;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1181;42,403051341512
1;180150;004;003;172;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1183;43,7477801718838
1;180150;004;003;172;2;1;2;2;1;1;2;1;1;2;1;1;2;3;2;2;3;3;2;2;2;2;2;2;2;1183;43,7477801718838
1;180150;004;003;172;3;1;2;1;2;2;2;2;2;3;2;2;3;1;3;1;2;2;2;2;1;2;1;2;1;1183;43,7477801718838
1;180150;004;003;182;1;1;3;1;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;3;1;1183;43,7477801718838
1;180150;004;003;182;2;1;2;1;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;43,7477801718838
1;180150;004;003;182;3;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;43,7477801718838
1;180150;004;003;232;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;1183;43,7477801718838
1;180150;004;003;232;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1183;43,7477801718838
1;180150;004;003;232;3;1;1;1;1;1;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;1;1;3;3;1183;43,7477801718838
1;180150;004;003;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;43,7477801718838
1;180150;004;003;242;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1183;43,7477801718838
1;180150;004;003;242;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1183;43,7477801718838
1;180150;004;005;172;1;1;2;2;2;3;3;3;2;2;2;2;3;3;3;3;3;2;2;2;2;3;3;3;3;1182;43,0345243419639
1;180150;004;005;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,0345243419639
1;180150;004;005;172;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,0345243419639
1;180150;004;005;182;1;1;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,0345243419639
1;180150;004;005;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,0345243419639
1;180150;004;005;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1182;43,0345243419639
1;180150;004;005;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,0345243419639
1;180150;004;005;232;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;3;2;2;2;1182;43,0345243419639
1;180150;004;005;232;3;1;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,0345243419639
1;180150;004;005;242;3;1;2;2;2;2;2;3;3;3;2;2;3;2;2;2;2;2;2;2;2;3;3;2;3;1182;43,0345243419639
1;180150;004;005;242;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,0345243419639
1;180150;006;007;172;1;1;2;2;1;1;2;2;2;2;2;2;3;3;1;2;2;2;2;2;2;2;1;2;2;1183;121,662682561486
1;180150;006;007;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;121,662682561486
1;180150;006;007;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;121,662682561486
1;180150;006;007;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1;2;3;3;2;1183;121,662682561486
1;180150;006;007;182;3;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;121,662682561486
1;180150;006;007;182;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;3;2;2;1183;121,662682561486
1;180150;006;007;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;121,662682561486
1;180150;006;007;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;121,662682561486
1;180150;006;007;232;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;3;1183;121,662682561486
1;180150;006;007;242;1;1;2;2;3;3;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;121,662682561486
1;180150;006;007;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;3;3;3;1183;121,662682561486
1;180150;006;007;242;3;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;1183;121,662682561486
1;180150;007;006;172;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;42,4029178085132
1;180150;007;006;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;3;3;3;3;1183;42,4029178085132
1;180150;007;006;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;42,4029178085132
1;180150;007;006;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;42,4029178085132
1;180150;007;006;182;2;1;3;3;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3;3;3;1183;42,4029178085132
1;180150;007;006;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;42,4029178085132
1;180150;007;006;232;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;42,4029178085132
1;180150;007;006;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;42,4029178085132
1;180150;007;006;232;3;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;42,4029178085132
1;180150;007;006;242;1;1;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;1183;42,4029178085132
1;180150;007;006;242;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1183;42,4029178085132
1;180150;007;006;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1183;42,4029178085132
1;180150;008;005;172;1;1;3;3;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;1182;43,8189782448796
1;180150;008;005;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,8189782448796
1;180150;008;005;172;3;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,8189782448796
1;180150;008;005;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1182;43,8189782448796
1;180150;008;005;182;2;1;2;2;1;1;2;2;2;2;1;1;3;3;2;2;2;2;2;2;2;3;3;3;3;1182;43,8189782448796
1;180150;008;005;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1182;43,8189782448796
1;180150;008;005;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,8189782448796
1;180150;008;005;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;43,8189782448796
1;180150;008;005;232;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;2;1182;43,8189782448796
1;180150;008;005;242;1;1;2;2;2;2;2;2;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1182;43,8189782448796
1;180150;008;005;242;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;1;1;1;1;1182;43,8189782448796
1;180150;008;005;242;4;1;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;2;2;2;2;2;2;3;2;1182;43,8189782448796
1;180150;009;002;172;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1182;47,0626561066772
1;180150;009;002;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;47,0626561066772
1;180150;009;002;172;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;47,0626561066772
1;180150;009;002;182;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1182;47,0626561066772
1;180150;009;002;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;47,0626561066772
1;180150;009;002;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;47,0626561066772
1;180150;009;002;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;47,0626561066772
1;180150;009;002;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;47,0626561066772
1;180150;009;002;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;47,0626561066772
1;180150;009;002;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1182;47,0626561066772
1;180150;009;002;242;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;3;1182;47,0626561066772
1;180150;009;007;172;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1183;45,980610583904
1;180150;009;007;172;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;45,980610583904
1;180150;009;007;172;3;1;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1183;45,980610583904
1;180150;009;007;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;45,980610583904
1;180150;009;007;182;2;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;1183;45,980610583904
1;180150;009;007;182;3;1;2;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;1183;45,980610583904
1;180150;009;007;232;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1183;45,980610583904
1;180150;009;007;232;2;1;2;2;1;1;1;1;2;2;2;2;1;1;3;3;3;3;2;2;2;1;2;3;3;1183;45,980610583904
1;180150;009;007;232;4;1;2;2;1;1;3;2;2;2;1;1;3;3;3;3;3;2;2;2;2;3;1;3;1;1183;45,980610583904
1;180150;009;007;242;1;1;3;2;2;2;2;2;2;2;1;2;2;2;3;2;3;3;2;2;2;3;3;3;3;1183;45,980610583904
1;180150;009;007;242;2;1;3;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;1;2;2;1183;45,980610583904
1;180150;009;007;242;3;1;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1183;45,980610583904
1;180150;010;008;172;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1182;43,2021429524197
1;180150;010;008;172;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1182;43,2021429524197
1;180150;010;008;172;3;1;3;3;1;1;1;1;1;1;1;1;2;2;2;2;2;3;2;2;2;3;3;3;3;1182;43,2021429524197
1;180150;010;008;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,2021429524197
1;180150;010;008;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,2021429524197
1;180150;010;008;182;3;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1182;43,2021429524197
1;180150;010;008;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;43,2021429524197
1;180150;010;008;232;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1182;43,2021429524197
1;180150;010;008;232;3;1;3;3;1;1;1;1;1;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;1182;43,2021429524197
1;180150;010;008;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,2021429524197
1;180150;010;008;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;43,2021429524197
1;180150;010;008;242;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;43,2021429524197
1;180150;010;011;172;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;42,8415813626645
1;180150;010;011;172;2;1;2;3;2;2;2;2;2;2;1;1;2;2;3;3;2;2;2;2;1;2;2;2;2;1182;42,8415813626645
1;180150;010;011;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;42,8415813626645
1;180150;010;011;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;2;3;3;1182;42,8415813626645
1;180150;010;011;182;3;1;2;2;3;1;3;2;2;2;3;3;2;2;3;3;2;2;2;2;2;3;3;3;3;1182;42,8415813626645
1;180150;010;011;182;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;42,8415813626645
1;180150;010;011;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;42,8415813626645
1;180150;010;011;232;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1182;42,8415813626645
1;180150;010;011;232;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;1182;42,8415813626645
1;180150;010;011;242;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1182;42,8415813626645
1;180150;010;011;242;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;3;1182;42,8415813626645
1;180150;011;002;172;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1182;44,2828865138231
1;180150;011;002;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;44,2828865138231
1;180150;011;002;172;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;44,2828865138231
1;180150;011;002;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;44,2828865138231
1;180150;011;002;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;44,2828865138231
1;180150;011;002;182;3;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1182;44,2828865138231
1;180150;011;002;232;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1182;44,2828865138231
1;180150;011;002;232;2;1;3;2;1;1;2;2;1;2;1;1;2;2;3;3;3;3;2;2;2;3;3;3;3;1182;44,2828865138231
1;180150;011;002;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1182;44,2828865138231
1;180150;011;002;242;1;1;2;2;1;1;2;2;2;1;1;1;2;2;2;2;3;3;2;2;2;2;2;2;2;1182;44,2828865138231
1;180150;011;002;242;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;3;2;2;1182;44,2828865138231
1;180150;011;002;242;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;1182;44,2828865138231
1;180150;011;005;172;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;172;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;172;3;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;182;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;44,5959533433664
1;180150;011;005;182;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1183;44,5959533433664
1;180150;011;005;182;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;232;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;232;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;232;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;242;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;005;242;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1183;44,5959533433664
1;180150;011;005;242;3;1;2;2;1;1;2;1;2;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;1183;44,5959533433664
1;180150;011;011;172;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1182;42,4525265996869
1;180150;011;011;172;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;3;3;3;1182;42,4525265996869
